,Reviewer Name,Review Title,Review Text,Reviewed Date,Review Rating
4577,Rajababu,Struck in the middle while watching insta videos,"Its struck in middle while watching Instagram videos even after closing,in the background the music will come",24 May 2019,1
4578,raguraman,Superb,"It's superb Phone.
Battery excellent, Camera average, Phone memory good, Super amoled display excellent.",26 April 2019,5
4579,Maniabideep,Awesome,"Worth for money. For less than 15k giving amoled display,5000 mah battery, triple camera are more than. Enough to go for it.",8 April 2019,5
4580,Amazon Customer,Some features of Samsung malfunctioning like Always Display On,Some features of Samsung malfunctioning like Always Display On,12 June 2019,3
4581,Ok,Finest phone in the range of 15000,"Fingerprint reader some time slow but sometime
Battery life is Best
Face recognition is sometime delay in the night",27 April 2019,4
4582,prakash kumar,Not recommended,"Poor battery, camera, heating problem",1 June 2019,1
4583,Rajasekar,Awesome,"Excellent mobile at this price.. hey guys don't think too much to buy, simply relax n go for it.. 100% satisfied......",17 March 2019,5
4584,Jeevan Sabu,Great phone for the Indian market,"BATTERY LIFE IS EXTENDED
PERFORMANCE IS NICE
DISPLAY AND FEATURES ARE GOOD",20 June 2019,5
4585,Pradeep Goud Gundrathi,Good phone..!!,Phone is good but accessibility options are less compared to other phones in market.,18 June 2019,4
4586,Abhishek P,Phone hangs,Looks good but phone lags when use multiple applications or high end games like pubG,10 June 2019,3
4587,Thirugnana Manigandan,Good choice,"Better deal
Budget phone in this segment with all feature",9 May 2019,5
4588,Lalit Choudhary,pubg players dont buy it,lacks pubg game not playable smoothly.,15 March 2019,3
4589,Tushant Jaiswal,I find it expensive with given feature,Camera is not very good which was expected,16 June 2019,3
4590,K.m.ravikumar,Good one...,Excellent battery..fingerprint not quick..,13 May 2019,5
4591,Amazon Customer saravana,Its worth for money,"The battery life is good
The fingerprint reader sometimes lagging
Camera guality is simple",24 June 2019,4
4592,shankee verma,Overall ok,Camera quality is very good. Battey life is ok.but it takes lot of time to charge. That is very bad.,18 June 2019,5
4593,Prashanth,Worst packing of phone's box,The way the phone inside the box was very worst . The phone's box itself is damaged . May be it is a returned phone .,1 July 2019,2
4594,Amazon Customer,Awesome fon,Awesome fon wid awesome features. Battery life of more than 28 hrs with data on all the time n best camera still now.,26 June 2019,5
4595,aj,Great phone.....average camera quality,"Excellent battery life, Samsung's screen always have been awesome but camera quality not that great its just average.",24 June 2019,3
4596,M.Naveen warangal,Good simple,Excellent mobile 15k variant battery new update operating system good n simple handling...... thank you Samsung team,20 June 2019,5
4597,Shubham Saini,It is a very good phone....,Sometime finger print reader does not working in some apps......and all the features of this phone is very good......,20 June 2019,5
4598,T Rajashekhar,The best,"Extremely good for all, battery backup awesome, every thing like ram , camera , 128 gb internal memory very very good",20 June 2019,5
4599,Himangi,Good mobile, Mobile is very good.. but some ad problem in main screen arise every time,18 June 2019,4
4600,BASAVARAJU M,My smart mobile,"Camara settings are not clear, all other are ok battery life is very good. Overall Samsung m30 is very good to use.",18 June 2019,4
4601,Siddique Fayaz,Samasung M30,Amazing phone with brilliant picture quality. Battery life comes upto 2 days easily. Overall am happy with the phone.,18 June 2019,5
4602,Amazon Customer,The all rounder ever seen in this range,"Awesome product unlike the other Samsung devices before in this price range..
Amoled display is simply awesome..",18 June 2019,5
4603,Jain,Good battery,"Overall performance is satisfactory.
But fingerprint sensor is little bit slow.
Battery life is very good .",18 June 2019,4
4604,Mehul,This is the bestest phone in budget.,"This Samsung M30 phone has best ""battery life"" and ""fingerprint reader"" and best ""camera quality"" with 3 rear camera.",18 June 2019,5
4605,Nilesh Sutar,Its amazing mobile.,It is amazing product. Camera quality is better than other mobile and its screen is fantastic.. I like this product.,18 June 2019,5
4606,Lalu,Good phone for non gamers,I am using it for two weeks. Android pie update is available. Overall good phone in this price segment for non gamers,4 June 2019,4
4607,Amazon Customer,Best in class bettry life,"Best in class battery life, smoth working and superbe design plus cherry on the cake is camera clearity is excellent!",29 May 2019,5
4608,Ritesh Jagtap,Poor phon from samsung,Very poor camera at this price tag. Samsung is also ahead in losing quality due to competition. All the best samsung.,21 May 2019,1
4609,manoj meena,Wonderfull m30,"Amazon delivered amazing samsung m30. Display is wonderfull, battery is long lasting & camera is best in the segment.",26 April 2019,5
4610,Mahesh Deshmukh,Terrific product!!!!!!!!!!!!,"M30 is value for money must buy. Better than phone like Xiaomi and oppo,vivo",30 June 2019,4
4611,Anil Yadav,Battery life is good,"Battery life is Good, finger print reader is awesome, photo quality is Good.",20 June 2019,5
4612,mohe a.,Satisfied with the product,"Very good phone with best price
And superfast delivery thank you amazon",27 May 2019,5
4613,Safike Ahmad,Simply Good😁,"Battery backup
Camera awesome
Speaker little bit louder
10 out of 7.5",9 June 2019,5
4614,Veeru king,You Can buy....happily,"Battery life is excellent, camera quality is good and good finger print reader is quick responding...",8 June 2019,4
4615,Amazon Customer,Hi friend,Fingerprint and battery life good but face recognition is not good low lighting not working properly,13 May 2019,2
4616,umesh prasad,Battery phone,Bst phone for battery and camera is averge prfomence is also average... fingerprint is well.... love this phone,2 June 2019,4
4617,Anand Harshad Vora,Camera quality is OK. Battery Life is awesome.,The camera or image quality isn't quite good as the colors that come out are not that good. The colours are a but yellowish.,13 April 2019,4
4618,Manish Madan,Good phone at the price,"Processor should have been faster....
Camera average... speaker average...
Good phone at the price",23 June 2019,4
4619,Shivendra,M30 The Beast,Camera and build quality is awesome.Fingerprint is little slow.Overall it's a must buy if you can afford it.,18 June 2019,4
4620,Akash Das,Faulty fingerprint sensor,"Finger print sensor won't work if your fingers are even slightly moistured

And its not waterproof",10 June 2019,5
4621,AWANISH KUMAR JAISWAL,No cogood mments,Good,28 May 2019,5
4622,Amazon Customer,Samsung galaxy m30,"I loved the phone very much..especially the battery life n camera quality ❤❤
I liked everything about this phone",18 June 2019,5
4623,Mehul,M30 for buy movie shows and data surfing internet users,Best in this mobile is battery 5000 mah and display is amoled and poor video and camera averages quality in this segment,23 March 2019,4
4624,Aon Farman,Average,"I like the battery backup and display
All other things are below average",11 May 2019,3
4625,CHAMARTHI GANESH,Good,Very nice mobile...camera and display are plus points to this device...awesome performance....reasonable for that price.....,29 March 2019,4
4626,Arun,Awsome battery,Excellent phone in that price range. Battery is awsome,1 July 2019,5
4627,K RamaRao,Remove adds while using internet!,"Why adds to be seen when access to internet, this the major drawback for this mobile",29 May 2019,3
4628,Mangadevi,in telugu ok Google,Super mobile m30 & in telugu ok Google,11 March 2019,4
4629,Amazon Customer,Battery estimated life time,"Not displayed estimated battery life in my m30,(displayed ""leaning usage patterns...)how will set",9 April 2019,1
4630,Jayanta Pramanik,Good product to deal with,Nothing i found for dislikness for the product. Also I think Samsung had done a great job with the price. Satisfied product.,28 March 2019,5
4631,Santosh Madhukar Gadekar,Good,Good,29 May 2019,4
4632,abhishek k s,Bulging on back side of phone,Very poor build quality with bulging on bacj of phone...i recieved a faulty product,19 June 2019,2
4633,Manisha A.,Nice phone for the price,"Camera quality is pretty nice,battery life is extremely good, biometrics work properly ............",18 June 2019,5
4634,d.imran k.,M30 IS FOR WINNERS,Its good for the price .working good. Only facelock is not working properly in the dark /night time,18 June 2019,5
4635,Harsh Narayan Dixit,Awesome phone reasonable price,"Awesome phone, long battery life, fast charging , awesome gaming experience for a reasonable price.",18 June 2019,5
4636,madhu r.,Samsung m30 is only for India. Does not work international,"Dear all, this item does not work in any other country except India. This is the biggest drawback!!",24 May 2019,1
4637,Shubham Pratap Singh,About moisture detection in charging slot,"Everything is superb but the feature which ""detects moisture in charging slot"" could be a reason for dissatisfaction",26 June 2019,4
4638,Nakul kamboj,Samsung galaxy m30 is good phone...its running smoothly and didn't find any default in this mobile,"Very good features with new updated version.....fingerprint reader, camera quality and battery life all are so good.",21 June 2019,5
4639,Prashant sure,Only one thing is the disappointment.,"M 30 is a great device..just o e thing disappointed me is the camera.
Ignoring that fact the phone is awesome.",20 June 2019,3
4640,Varun gupta.,Best phone in this range,"Nothing dislike of this m30
Awesome phone
Awesome duel back colour
I like everything about this phone",20 June 2019,5
4641,Om Prakash Das,Camera is osm,"I using this mobile camera is osm quality is perfect
I sure battery life most powerful even 1day using 25% more",18 June 2019,5
4642,Yagneswararao Gubbala,Charger 15w?,In the description it was given that there will be a 15w charger in the box. But there is only a 10w charger in it.,30 May 2019,4
4643,Sidharth,M30,The battery backup and nice display and catchy colours adds to the overall appeal of m30. Good for a mid range phone,24 May 2019,5
